logFC,AveExpr,t,P.Value,adj.P.Val,B,comp,geneIDs
52.7946525,70.29091725,3.8077032134,0.0436457838,0.1963109947,-3.8383312748,Male/Female,g7433
-6.996239,3.563539,-3.8068269252,0.0436679679,0.1963684292,-3.8389893054,Male/Female,g8635
1.152433,2.1041035,3.8064914016,0.043676466,0.1963684292,-3.8392412911,Male/Female,g2681
-13.2401295,9.27623925,-3.8061751251,0.0436844787,0.1963684292,-3.8394788375,Male/Female,g21446
7.1267995,34.25320075,3.8057752732,0.0436946116,0.1963751303,-3.8397791772,Male/Female,g2319
16.632599,41.985382,3.8046304762,0.0437236401,0.1964667339,-3.8406392007,Male/Female,g11506
-3528.779941,1895.5366655,-3.8032893616,0.0437576797,0.1965710864,-3.8416469626,Male/Female,g3199
62.0056,67.3398475,3.8030340024,0.0437641652,0.1965710864,-3.8418388799,Male/Female,g12372
12.3963705,23.09468025,3.8024623494,0.0437786885,0.1965974581,-3.8422685468,Male/Female,g15996
-8.7237465,12.91574125,-3.8008029845,0.0438208827,0.196747932,-3.8435160457,Male/Female,g3934
-1.4723325,1.01203225,-3.8004638367,0.0438295133,0.196747932,-3.8437710666,Male/Female,g17669
12.186718,43.585184,3.7997665528,0.043847265,0.1967887422,-3.8442954421,Male/Female,g6699
-19.1200375,20.71594975,-3.798336703,0.0438836968,0.1969133576,-3.8453709597,Male/Female,g11573
-2.5852825,7.57650625,-3.797790387,0.0438976275,0.1969369771,-3.8457819755,Male/Female,g11605
27.2712575,35.02741925,3.7970689881,0.0439160318,0.1969806533,-3.8463247836,Male/Female,g8775
-0.8164245,0.40821225,-3.7962439857,0.043937092,0.1970362227,-3.846945645,Male/Female,g9319
-0.9409755,1.84663075,-3.7954746305,0.0439567439,0.1970854561,-3.8475247228,Male/Female,g13195
-11.016791,24.34165,-3.7942200242,0.0439888163,0.1971644623,-3.8484692343,Male/Female,g15674
-10.0804365,14.54642825,-3.7940234519,0.0439938443,0.1971644623,-3.8486172428,Male/Female,g15160
-11.0669445,22.65803775,-3.7936867787,0.0440024576,0.1971644623,-3.8488707535,Male/Female,g14283
25.278326,49.6228975,3.793269898,0.0440131261,0.1971644623,-3.8491846836,Male/Female,g4769
60.929062,152.2929,3.7930892836,0.0440177493,0.1971644623,-3.8493207027,Male/Female,g20665
-3.8968985,7.11875675,-3.7919186174,0.044047731,0.1972512803,-3.850202443,Male/Female,g5341
-11.027175,8.7182065,-3.7913498423,0.0440623077,0.1972512803,-3.8506309177,Male/Female,g21511
19.320672,27.621114,3.7913160563,0.0440631738,0.1972512803,-3.8506563713,Male/Female,g5201
1.9759055,1.49209525,3.7901523004,0.04409302,0.1973391691,-3.8515332235,Male/Female,g20339
-22.5166135,17.11318175,-3.7896176302,0.0441067415,0.1973391691,-3.85193615,Male/Female,g21255
7.595597,15.770685,3.7892866056,0.0441152397,0.1973391691,-3.8521856316,Male/Female,g18525
-3.871499,11.1225645,-3.7883066008,0.0441404116,0.1973391691,-3.8529243255,Male/Female,g14359
-0.5928,0.3990985,-3.7882515372,0.0441418265,0.1973391691,-3.8529658349,Male/Female,g8186
-41.0619635,21.94049675,-3.7878427848,0.0441523317,0.1973391691,-3.8532739857,Male/Female,g704
0.97398,3.696982,3.7875728232,0.0441592718,0.1973391691,-3.8534775187,Male/Female,g6508
-1.4153955,5.52411175,-3.7875545418,0.0441597418,0.1973391691,-3.853491302,Male/Female,g20013
-13.414711,7.9712155,-3.7872421209,0.0441677753,0.1973391691,-3.8537268615,Male/Female,g6689
66.0071055,64.54355525,3.7871691292,0.0441696525,0.1973391691,-3.8537818979,Male/Female,g13670
145.333267,195.0857085,3.7863577451,0.0441905267,0.1973936185,-3.8543937454,Male/Female,g6245
157.4044155,201.64766875,3.7858423165,0.0442037938,0.1974140737,-3.8547824719,Male/Female,g818
-8.962518,5.472256,-3.7847007295,0.0442331974,0.1974557864,-3.8556435806,Male/Female,g5129
103.6130445,214.53244375,3.7844097962,0.0442406952,0.1974557864,-3.8558630662,Male/Female,g4920
11.5076525,32.59669125,3.7843804908,0.0442414505,0.1974557864,-3.8558851755,Male/Female,g12536
-9.175247,65.8642425,-3.7838709049,0.0442545877,0.1974557864,-3.8562696504,Male/Female,g2543
-10.267775,20.5534265,-3.7833782737,0.0442672927,0.1974557864,-3.8566413714,Male/Female,g12191
-13.4397115,10.15785475,-3.7831825384,0.0442723421,0.1974557864,-3.8567890762,Male/Female,g21478
-19.1076585,48.95637525,-3.7826332226,0.0442865171,0.1974557864,-3.8572036299,Male/Female,g9751
-20.8151855,16.64310075,-3.7826316026,0.0442865589,0.1974557864,-3.8572048525,Male/Female,g5657
-2.435445,2.385106,-3.7824463348,0.0442913411,0.1974557864,-3.8573446796,Male/Female,g7434
1.902125,10.288955,3.781544575,0.0443146275,0.1975208474,-3.85802534,Male/Female,g13518
-40.807928,72.5397005,-3.7810245964,0.0443280625,0.1975419818,-3.8584178838,Male/Female,g2987
34.306881,48.269037,3.7800688616,0.0443527709,0.197613336,-3.8591394989,Male/Female,g16381
-5.8940365,35.84715625,-3.7796909941,0.044362545,0.1976181355,-3.8594248417,Male/Female,g5512
14.6575175,13.07751475,3.7787481077,0.0443869467,0.1976693755,-3.8601369486,Male/Female,g9433
-12.793646,37.51015,-3.7785743356,0.0443914458,0.1976693755,-3.8602682036,Male/Female,g14251
-7.8158085,4.04568075,-3.7780850305,0.0444041178,0.1976775325,-3.8606378143,Male/Female,g3139
-21.532121,11.4134545,-3.7778318508,0.0444106765,0.1976775325,-3.8608290754,Male/Female,g14119
-175.1125085,160.04068475,-3.775408761,0.0444735141,0.1979085131,-3.8626600658,Male/Female,g11765
-4.1342625,25.29971425,-3.7749875341,0.0444844499,0.1979085131,-3.8629784553,Male/Female,g8900
42.3307765,61.15970425,3.7748239447,0.044488698,0.1979085131,-3.8631021138,Male/Female,g3284
-4.715812,2.5694935,-3.7736530704,0.0445191191,0.1980050781,-3.8639873073,Male/Female,g18521
-3.8911345,14.44198125,-3.7729634805,0.0445370489,0.1980198561,-3.8645087436,Male/Female,g7495
-14.0297565,7.59099475,-3.7725950132,0.0445466332,0.1980198561,-3.8647873919,Male/Female,g12973
3.0067085,13.56102725,3.7722074253,0.0445567179,0.1980198561,-3.8650805225,Male/Female,g14264
-13.5881985,8.22706125,-3.7710551222,0.0445867182,0.1980198561,-3.8659521402,Male/Female,g11056
-12.461767,53.8522025,-3.770754083,0.0445945602,0.1980198561,-3.8661798842,Male/Female,g13540
-0.880419,2.6745485,-3.7699028787,0.0446167441,0.1980198561,-3.8668239181,Male/Female,g16388
-23.900138,17.27144,-3.7697817812,0.0446199013,0.1980198561,-3.8669155514,Male/Female,g21194
11.72164,10.00181,3.7697234503,0.0446214222,0.1980198561,-3.8669596906,Male/Female,g4541
-77.8383945,164.69503775,-3.7695845894,0.0446250431,0.1980198561,-3.8670647694,Male/Female,g720
-2.639602,2.4293385,-3.7694277917,0.0446291322,0.1980198561,-3.8671834248,Male/Female,g13145
-5.083403,12.406989,-3.7693360639,0.0446315245,0.1980198561,-3.8672528408,Male/Female,g11918
-14.6136005,11.24250775,-3.769310571,0.0446321894,0.1980198561,-3.8672721331,Male/Female,g4530
20.220568,65.9079885,3.7689764218,0.0446409061,0.1980198561,-3.8675250167,Male/Female,g10651
-199.840447,101.877422,-3.768840786,0.044644445,0.1980198561,-3.8676276705,Male/Female,g17154
-8.134354,29.736885,-3.7679557524,0.0446675456,0.1980836533,-3.8682975644,Male/Female,g3267
19.2420505,13.60225925,3.766152727,0.0447146572,0.1981991772,-3.8696626738,Male/Female,g9870
12.6132915,29.83253125,3.7659600045,0.0447196968,0.1981991772,-3.8698086179,Male/Female,g7716
-72.7227545,55.18247675,-3.7659574636,0.0447197633,0.1981991772,-3.8698105421,Male/Female,g10678
8.6035155,66.96794525,3.7656020628,0.044729059,0.1982017174,-3.8700796938,Male/Female,g3405
-21.359044,37.908588,-3.7650964474,0.0447422881,0.1982178001,-3.8704626395,Male/Female,g17433
-6.2158785,5.95480775,-3.764511581,0.0447575973,0.1982178001,-3.8709056582,Male/Female,g12134
38.637701,69.496728,3.7644634275,0.0447588581,0.1982178001,-3.8709421354,Male/Female,g13689
68.874832,79.53318,3.7635133476,0.044783743,0.1982734377,-3.8716619123,Male/Female,g16672
-7.301788,5.33175,-3.763317589,0.0447888728,0.1982734377,-3.8718102357,Male/Female,g21615
-3.122881,4.9303095,-3.7620663519,0.0448216793,0.1982945018,-3.8727584194,Male/Female,g7013
-18.023754,81.3848705,-3.7618093716,0.0448284212,0.1982945018,-3.8729531883,Male/Female,g3528
-5.528598,6.7274765,-3.7614756294,0.044837179,0.1982945018,-3.8732061514,Male/Female,g4222
25.4151385,51.09464825,3.7612536754,0.0448430045,0.1982945018,-3.8733743931,Male/Female,g13620
-3.6699335,7.06285275,-3.7610806882,0.0448475456,0.1982945018,-3.8735055232,Male/Female,g594
-2.187342,1.466347,-3.7608758749,0.044852923,0.1982945018,-3.8736607845,Male/Female,g15089
-1.4819365,0.74096825,-3.7603105439,0.0448677701,0.1982945018,-3.8740893745,Male/Female,g9804
-11.583213,8.7895335,-3.7602512834,0.0448693269,0.1982945018,-3.8741343041,Male/Female,g21340
-2.4866045,4.86195725,-3.7601430453,0.0448721704,0.1982945018,-3.8742163684,Male/Female,g19048
-2.640693,3.714237,-3.7587294501,0.0449093294,0.198385183,-3.8752883,Male/Female,g8792
6.675128,28.2587665,3.7584047361,0.0449178709,0.198385183,-3.8755345749,Male/Female,g13084
2.514806,13.361459,3.7583662876,0.0449188825,0.198385183,-3.8755637367,Male/Female,g2521
6.063719,15.739718,3.7574125038,0.0449439851,0.1984180026,-3.8762872213,Male/Female,g16454
-6.7129015,17.69804025,-3.7566340143,0.0449644882,0.1984180026,-3.8768778425,Male/Female,g4406
-7.265648,55.0267885,-3.7565991062,0.0449654079,0.1984180026,-3.8769043287,Male/Female,g14744
114.385574,203.373482,3.756519521,0.0449675047,0.1984180026,-3.8769647138,Male/Female,g11547
2.012183,1.506964,3.7564258138,0.0449699738,0.1984180026,-3.8770358152,Male/Female,g9968
5.68371,39.8223275,3.7560098631,0.0449809356,0.1984278394,-3.8773514389,Male/Female,g5775
-1.9037055,13.15475975,-3.754850496,0.0450115084,0.1984441881,-3.8782313094,Male/Female,g3682
-0.724469,2.517475,-3.7546929325,0.0450156656,0.1984441881,-3.8783509041,Male/Female,g12771
-3.599285,2.906746,-3.7544516309,0.0450220331,0.1984441881,-3.8785340656,Male/Female,g6276
-20.133661,23.296616,-3.7542788139,0.0450265942,0.1984441881,-3.878665249,Male/Female,g1405
3.0890865,24.19322125,3.7542138974,0.0450283076,0.1984441881,-3.8787145275,Male/Female,g14948
-55.3977945,75.66500175,-3.7530831727,0.0450581672,0.19848754,-3.8795729734,Male/Female,g3586
20.612629,109.3959675,3.7526928914,0.0450684797,0.19848754,-3.8798693209,Male/Female,g7363
67.1404725,115.87947875,3.7524408168,0.045075142,0.19848754,-3.8800607382,Male/Female,g16956
-6.3444355,5.01939725,-3.7521052613,0.0450840128,0.19848754,-3.8803155635,Male/Female,g21364
-1.97425,6.073388,-3.75208473,0.0450845557,0.19848754,-3.8803311558,Male/Female,g13672
-61.8585245,105.15651875,-3.7518364078,0.045091122,0.19848754,-3.8805197471,Male/Female,g9056
4.1738935,22.92621375,3.7514387325,0.0451016403,0.19848754,-3.8808217862,Male/Female,g15595
-21.109013,15.478631,-3.7507612653,0.0451195666,0.19848754,-3.8813363873,Male/Female,g21171
-11.2206645,7.82265975,-3.7506389953,0.045122803,0.19848754,-3.8814292707,Male/Female,g21233
-37.6494565,29.87443675,-3.7504104631,0.0451288529,0.19848754,-3.8816028832,Male/Female,g21339
-3.0047525,10.67264275,-3.7498358985,0.045144068,0.19848754,-3.8820394071,Male/Female,g14062
-0.6775415,2.33608325,-3.7497828331,0.0451454736,0.19848754,-3.882079726,Male/Female,g20985
-14.87524,11.2948505,-3.7495477688,0.0451517007,0.19848754,-3.8822583322,Male/Female,g21548
-1.7502335,10.62869075,-3.7486235912,0.0451761941,0.1985568006,-3.8829606227,Male/Female,g2538
-2.084821,3.411624,-3.7476326423,0.0452024772,0.1985963943,-3.8837138009,Male/Female,g11371
97.58429,143.6736985,3.7476249082,0.0452026824,0.1985963943,-3.8837196798,Male/Female,g11172
51.0642055,93.73374775,3.7471119302,0.0452162963,0.1986178042,-3.8841096332,Male/Female,g6094
-120.3788635,61.25092925,-3.746116125,0.0452427398,0.1986506972,-3.8848667369,Male/Female,g13366
-6.842018,31.869318,-3.7460095438,0.0452455713,0.1986506972,-3.884947779,Male/Female,g11524
-9.9862275,7.23879475,-3.7455848487,0.0452568564,0.1986506972,-3.8852707256,Male/Female,g8025
-17.4865295,8.94900775,-3.7447043877,0.0452802642,0.1986506972,-3.8859403352,Male/Female,g6411
12.677592,56.2959985,3.7442480321,0.0452924032,0.1986506972,-3.8862874509,Male/Female,g10599
378.878463,542.2655105,3.7441926035,0.0452938779,0.1986506972,-3.8863296136,Male/Female,g15407
-33.721526,46.0438695,-3.7439866903,0.0452993569,0.1986506972,-3.8864862488,Male/Female,g11752
32.517931,57.5136135,3.7438589357,0.0453027566,0.1986506972,-3.8865834332,Male/Female,g13660
-51.3275765,38.26403575,-3.7436288236,0.0453088811,0.1986506972,-3.8867584886,Male/Female,g21197
-7.093275,18.4934785,-3.7435414352,0.0453112073,0.1986506972,-3.8868249706,Male/Female,g1623
8.417239,28.169084,3.7420439667,0.0453510931,0.1986629269,-3.8879643758,Male/Female,g9101
-33.897821,63.0039815,-3.7417820886,0.0453580732,0.1986629269,-3.8881636715,Male/Female,g9227
41.915598,65.1602545,3.7415662992,0.0453638259,0.1986629269,-3.8883279006,Male/Female,g4175
14.917793,96.872608,3.7413734928,0.0453689668,0.1986629269,-3.8884746443,Male/Female,g13854
-4.605611,12.3272055,-3.7412911871,0.0453711616,0.1986629269,-3.8885372884,Male/Female,g10480
-12.814384,10.178979,-3.7411904485,0.0453738481,0.1986629269,-3.8886139635,Male/Female,g21527
32.8518575,21.66230225,3.7411398892,0.0453751965,0.1986629269,-3.8886524463,Male/Female,g6023
-20.1433155,42.62848225,-3.7407824144,0.0453847319,0.1986663962,-3.8889245464,Male/Female,g731
34.4068875,69.40720175,3.7397130743,0.0454132718,0.1987530383,-3.8897386179,Male/Female,g5742
-42.646305,55.491873,-3.7387581832,0.0454387776,0.1988263707,-3.8904657118,Male/Female,g4850
-10.302682,8.323203,-3.7372462987,0.0454792006,0.1989649357,-3.8916172144,Male/Female,g21535
-49.242071,25.062322,-3.7364785526,0.0454997463,0.1990165035,-3.8922020923,Male/Female,g16491
6.370789,8.4732755,3.7351822598,0.0455344649,0.1991298518,-3.8931898319,Male/Female,g12938
26.577318,17.918419,3.734856809,0.0455431871,0.1991298518,-3.8934378576,Male/Female,g12800
-7.458729,5.1860955,-3.7333977841,0.045582317,0.1992348724,-3.8945499823,Male/Female,g20153
0.8585335,3.81864075,3.733209975,0.0455873572,0.1992348724,-3.8946931617,Male/Female,g18466
-1.869864,1.2837155,-3.7329807297,0.0455935104,0.1992348724,-3.8948679382,Male/Female,g19112
-6.127295,32.958152,-3.7326289494,0.0456029548,0.1992378276,-3.8951361512,Male/Female,g2459
-11.482483,29.0359135,-3.7316616185,0.0456289387,0.1993039577,-3.895873787,Male/Female,g1401
20.478262,12.5271465,3.7314125182,0.0456356331,0.1993039577,-3.8960637615,Male/Female,g12698
-344.6343325,178.82144475,-3.7292334356,0.0456942513,0.1994948124,-3.8977260357,Male/Female,g6658
20.609791,43.5407715,3.7291353246,0.0456968929,0.1994948124,-3.8978008954,Male/Female,g4836
2.004605,4.090698,3.7282681256,0.045720251,0.1995584448,-3.8984626423,Male/Female,g7303
78.9839595,81.69261725,3.7256485721,0.0457909068,0.1998070745,-3.900462299,Male/Female,g15564
-21.1721325,15.65136325,-3.7255043832,0.0457948002,0.1998070745,-3.9005723978,Male/Female,g21325
-7.9101535,5.88507825,-3.7250120039,0.0458080988,0.1998190193,-3.9009483903,Male/Female,g21199
12.753742,133.627821,3.7245588251,0.0458203433,0.1998190193,-3.9012944818,Male/Female,g1727
-58.356205,128.4103835,-3.7244265184,0.0458239189,0.1998190193,-3.9013955302,Male/Female,g6822
-16.92754,41.2457295,-3.7237403418,0.0458424691,0.1998615553,-3.9019196369,Male/Female,g17903
-25.205429,64.367554,-3.7223196919,0.0458809075,0.1999541602,-3.9030049739,Male/Female,g2437
-5.0992275,51.58730325,-3.7223048485,0.0458813093,0.1999541602,-3.9030163155,Male/Female,g11142
23.38736,45.0996245,3.7214404853,0.0459047178,0.1999924963,-3.9036768214,Male/Female,g12234
2404.2638545,2141.24343875,3.7212201504,0.0459106874,0.1999924963,-3.9038452097,Male/Female,g820
1.403411,8.769453,3.7204213778,0.0459323377,0.1999924963,-3.9044557259,Male/Female,g19601
-19.1939805,14.25107525,-3.7204162559,0.0459324766,0.1999924963,-3.9044596409,Male/Female,g21252
15.553546,39.843012,3.7199668111,0.0459446647,0.1999924963,-3.9048032039,Male/Female,g1445
1.853159,2.9187595,3.7194914203,0.0459575611,0.1999924963,-3.9051666349,Male/Female,g1643
-5.613371,26.068285,-3.7192265234,0.0459647493,0.1999924963,-3.9053691609,Male/Female,g20374
-1.328473,5.9507485,-3.7188964853,0.0459737074,0.1999924963,-3.9056215059,Male/Female,g12757
-0.6407905,3.83410425,-3.7186882332,0.0459793611,0.1999924963,-3.9057807428,Male/Female,g894
-33.987458,28.3503605,-3.7184871871,0.04598482,0.1999924963,-3.9059344762,Male/Female,g4157
37.366321,66.7656115,3.7180551465,0.045996554,0.1999924963,-3.906264865,Male/Female,g1896
3.068836,15.9607565,3.7180411123,0.0459969353,0.1999924963,-3.9062755977,Male/Female,g15667
4.6000185,14.49804375,3.7177618149,0.0460045231,0.1999924963,-3.9064891974,Male/Female,g13269
2.6260025,24.88537275,3.716268569,0.0460451196,0.2000827889,-3.9076314019,Male/Female,g13189
-21.2456015,54.19128425,-3.715897912,0.046055204,0.2000827889,-3.9079149768,Male/Female,g8319
-20.078953,36.152298,-3.7157988133,0.0460579007,0.2000827889,-3.9079907968,Male/Female,g323
-6.841972,6.225869,-3.7157027702,0.0460605144,0.2000827889,-3.9080642806,Male/Female,g9399
1.726818,23.545907,3.7150911766,0.0460771631,0.2000996756,-3.9085322521,Male/Female,g10381
-2.5407645,2.00439375,-3.7149130357,0.0460820139,0.2000996756,-3.9086685707,Male/Female,g18548
-2.795035,19.687428,-3.714023408,0.0461062491,0.2001210758,-3.9093494145,Male/Female,g12297
8.2726765,40.35480975,3.7139172365,0.0461091426,0.2001210758,-3.9094306772,Male/Female,g17647
-27.2468725,24.59140175,-3.7137623825,0.0461133632,0.2001210758,-3.9095492042,Male/Female,g18682
3.4829365,17.52849425,3.7129394068,0.0461358027,0.2001801806,-3.9101791825,Male/Female,g14378
-1.521649,1.6426105,-3.7124080205,0.0461502994,0.2001801806,-3.9105860089,Male/Female,g6188
-9.980292,26.7282375,-3.7120382793,0.0461603899,0.2001801806,-3.9108691069,Male/Female,g3906
-24.512623,37.5364095,-3.7113920876,0.0461780321,0.2001801806,-3.9113639248,Male/Female,g20978
-6.1850465,4.53009125,-3.7112244558,0.0461826103,0.2001801806,-3.9114922987,Male/Female,g21597
2.169592,19.706111,3.7109064571,0.0461912967,0.2001801806,-3.911735837,Male/Female,g1726
-0.9784195,0.92938775,-3.710693564,0.0461971133,0.2001801806,-3.9118988893,Male/Female,g13641
-3.3052305,8.76399625,-3.7105375909,0.0462013754,0.2001801806,-3.9120183519,Male/Female,g1980
-7.898365,23.3946665,-3.7103015438,0.0462078266,0.2001801806,-3.9121991517,Male/Female,g3064
-58.2809675,46.25970675,-3.7098019786,0.0462214837,0.2001801806,-3.9125818216,Male/Female,g21219
-3.991988,32.3463335,-3.70970555,0.0462241205,0.2001801806,-3.912655691,Male/Female,g198
759.264252,972.0695955,3.709341201,0.0462340853,0.2001801806,-3.9129348146,Male/Female,g12968
6.1000185,24.13949475,3.708808607,0.0462486568,0.2001801806,-3.9133428664,Male/Female,g1845
231.2889195,195.48711675,3.7085967802,0.0462544539,0.2001801806,-3.9135051719,Male/Female,g8302
-8.349581,17.351242,-3.7084260767,0.0462591264,0.2001801806,-3.913635973,Male/Female,g12215
-2.089683,8.4698365,-3.7076323845,0.0462808594,0.2002342921,-3.9142441979,Male/Female,g1243
-8.942546,7.005871,-3.7073259193,0.0462892548,0.2002342921,-3.9144790759,Male/Female,g21563
-4.6801705,6.42106775,-3.7068449618,0.0463024344,0.2002531817,-3.9148477162,Male/Female,g8727
-22.491669,23.014482,-3.70552202,0.0463387129,0.2003619423,-3.9158619009,Male/Female,g9013
15.445509,9.113248,3.7052849809,0.0463452171,0.2003619423,-3.9160436473,Male/Female,g2237
-58.2979715,71.88578525,-3.7049482534,0.0463544589,0.2003637759,-3.9163018435,Male/Female,g3862
2.0838265,9.60480775,3.7041466669,0.0463764692,0.2004207893,-3.9169165565,Male/Female,g12012
4.6860545,16.05555925,3.7030012139,0.046407946,0.200511749,-3.9177951456,Male/Female,g1604
-2.9688155,1.75828925,-3.7027386501,0.0464151653,0.200511749,-3.9179965673,Male/Female,g12901
-14.7407625,10.03766625,-3.7018570607,0.0464394158,0.2005783778,-3.9186729438,Male/Female,g21526
21.635561,65.7885885,3.7015100484,0.0464489661,0.2005786143,-3.9189392135,Male/Female,g482
-1.126806,3.191662,-3.7012136718,0.0464571248,0.2005786143,-3.9191666444,Male/Female,g12559
-12.648688,55.186345,-3.7007998417,0.0464685201,0.2005897004,-3.9194842289,Male/Female,g17466
14.9111645,31.63076175,3.7001716843,0.0464858244,0.2006262844,-3.9199663453,Male/Female,g6855
-0.602281,1.172563,-3.6995895523,0.0465018685,0.200657417,-3.9204131923,Male/Female,g17912
-11.1205265,5.65722325,-3.6988212266,0.0465230557,0.2006994575,-3.921003044,Male/Female,g12475
-8.4654905,33.05984375,-3.698579794,0.0465297161,0.2006994575,-3.9211884135,Male/Female,g16608
-0.8517905,2.18556175,-3.6976472124,0.0465554553,0.2006994575,-3.9219045265,Male/Female,g12772
29.141537,31.8890455,3.6976176777,0.0465562708,0.2006994575,-3.9219272079,Male/Female,g7984
-11.96187,51.76674,-3.6975817274,0.0465572634,0.2006994575,-3.9219548164,Male/Female,g14136
-24.5389895,20.72101525,-3.6973158359,0.0465646059,0.2006994575,-3.9221590176,Male/Female,g13234
5.113796,27.97326,3.6962627843,0.0465937008,0.2007867749,-3.9229678569,Male/Female,g10362
-3.696841,7.7498875,-3.6948867838,0.0466317555,0.2008882882,-3.9240250134,Male/Female,g20306
-0.554836,0.5650105,-3.69477174,0.0466349391,0.2008882882,-3.924113413,Male/Female,g8626
46.5288945,68.29611525,3.6936806924,0.0466651457,0.2009568843,-3.9249518771,Male/Female,g11693
-132.6384195,118.49253475,-3.6935577621,0.0466685507,0.2009568843,-3.9250463602,Male/Female,g10246
14.387721,30.718228,3.6927240909,0.0466916517,0.2009923282,-3.9256871745,Male/Female,g18961
-7.1120575,5.91344475,-3.6926223287,0.0466944726,0.2009923282,-3.9257654031,Male/Female,g21508
-1.004348,0.872804,-3.6911292493,0.0467358876,0.2010525845,-3.9269133796,Male/Female,g5432
-27.322668,17.9622275,-3.6910110114,0.0467391694,0.2010525845,-3.9270043036,Male/Female,g21180
-4.99605,26.3563585,-3.6904579538,0.0467545241,0.2010525845,-3.9274296297,Male/Female,g4339
4.4154215,8.15007275,3.690444291,0.0467549035,0.2010525845,-3.9274401376,Male/Female,g4172
2.3901055,4.17198625,3.6896878969,0.0467759148,0.2010525845,-3.9280219183,Male/Female,g9545
81.108591,80.6190825,3.6896422755,0.0467771825,0.2010525845,-3.928057011,Male/Female,g6230
-0.7424375,0.41602225,-3.6891997139,0.0467894824,0.2010525845,-3.9283974524,Male/Female,g7651
-4.4035125,2.25126775,-3.6891253787,0.0467915488,0.2010525845,-3.9284546379,Male/Female,g10798
-11.110689,16.2224665,-3.6890957631,0.0467923721,0.2010525845,-3.9284774212,Male/Female,g5298
2.919546,12.7935845,3.6887457831,0.0468021028,0.2010525845,-3.9287466717,Male/Female,g13623
13.923315,53.5063045,3.6886128674,0.0468057991,0.2010525845,-3.9288489329,Male/Female,g13111
109.091488,145.150934,3.6881181997,0.0468195588,0.2010736787,-3.9292295395,Male/Female,g16273
-2.6642365,11.04142925,-3.6877176694,0.0468307039,0.2010835384,-3.9295377432,Male/Female,g3936
42.4661275,54.02017875,3.6873722487,0.0468403185,0.2010868235,-3.929803561,Male/Female,g18037
-2.3306935,10.28579025,-3.6866144918,0.0468614195,0.2011242393,-3.9303867573,Male/Female,g716
2.709337,16.220541,3.6864236349,0.0468667362,0.2011242393,-3.9305336618,Male/Female,g5158
3.8760565,10.25527125,3.6858045923,0.0468839866,0.2011543677,-3.9310101847,Male/Female,g14144
5.131295,21.863664,3.6853092179,0.046897797,0.2011543677,-3.9313915546,Male/Female,g15816
1.3701945,5.34510925,3.685039154,0.0469053284,0.2011543677,-3.9315994828,Male/Female,g2704
-0.583872,3.3169495,-3.6840787464,0.0469321247,0.2011543677,-3.9323390153,Male/Female,g274
17.6130315,66.14889025,3.6840391392,0.0469332302,0.2011543677,-3.9323695168,Male/Female,g8009
3.768617,11.200789,3.6840101682,0.0469340389,0.2011543677,-3.9323918274,Male/Female,g8018
-37.339527,21.729704,-3.6839497984,0.046935724,0.2011543677,-3.9324383189,Male/Female,g11113
11.2732005,55.85989175,3.6836282615,0.0469447008,0.2011549002,-3.9326859476,Male/Female,g13916
5.4006185,32.91120575,3.6831697749,0.0469575049,0.2011718296,-3.9330390752,Male/Female,g30
65.048639,65.9159765,3.6825210448,0.04697563,0.2011776189,-3.9335387857,Male/Female,g3766
-1.3451395,1.12100575,-3.682141527,0.0469862379,0.2011776189,-3.9338311553,Male/Female,g7704
-97.214494,50.9653735,-3.6821331842,0.0469864711,0.2011776189,-3.9338375826,Male/Female,g18954
-0.9020895,1.46965375,-3.6818542322,0.0469942702,0.2011776189,-3.9340524941,Male/Female,g9573
-1.3452845,2.53015725,-3.680544617,0.0470309083,0.2012965397,-3.9350616185,Male/Female,g2964
17.578343,21.989984,3.6799677415,0.0470470593,0.2013067889,-3.9355062161,Male/Female,g7131
-1.49352,1.4142635,-3.6797446224,0.0470533081,0.2013067889,-3.9356781879,Male/Female,g17684
-1.765561,3.057167,-3.6794551748,0.0470614162,0.2013067889,-3.935901295,Male/Female,g5578
-1.426319,5.6236575,-3.6791937958,0.0470687396,0.2013067889,-3.9361027781,Male/Female,g4391
-38.329182,19.5599355,-3.6785921265,0.0470856032,0.2013410165,-3.936566614,Male/Female,g4819
-111.6750155,57.46687875,-3.6782278969,0.0470958158,0.2013467964,-3.9368474319,Male/Female,g6660
-5.3513415,5.80076925,-3.6772101346,0.0471243686,0.2013699909,-3.937632229,Male/Female,g9250
-13.383275,10.4804345,-3.677160181,0.0471257706,0.2013699909,-3.9376707524,Male/Female,g21324
3.1087735,16.58845375,3.676555756,0.0471427392,0.2013699909,-3.9381369073,Male/Female,g9861
-2.9394065,2.32478925,-3.6762766165,0.0471505785,0.2013699909,-3.9383522094,Male/Female,g18383
-1.206939,17.736035,-3.6761124886,0.0471551886,0.2013699909,-3.9384788081,Male/Female,g13220
-10.8598985,8.27710225,-3.6760236624,0.0471576839,0.2013699909,-3.9385473252,Male/Female,g21400
-30.789339,20.810355,-3.6758246654,0.0471632747,0.2013699909,-3.9387008284,Male/Female,g21222
1.926875,1.636644,3.6732439727,0.0472358601,0.2016420154,-3.9406921028,Male/Female,g14498
-9.460033,4.8886815,-3.6723350083,0.0472614617,0.2017134099,-3.941393715,Male/Female,g463
